,course_enrolled,discoverccm_tv,discoverccm_radio,info_ccm_admissions,decision_programs,participate_open_house,decision_oldcollege,decisioncomp_other,discoverccm_socialmedia,info_ccm_website,participate_festival,discoverccm_billboard,decisioncomp_family_job,participate_decision_day,participate_college_fair,decision_online_offerings,discoverccm_other,decisioncomp_dual_enrollment,decision_financialaid,decision_reputation,discoverccm_web,participate_summer_camp,age,participate_hs_campus_visit,info_ccm_workforce_dev,decisioncomp_hs_computing,info_nj_development,decision_transfer_credits,discoverccm_employer,decision_location_convenience,decision_affordable,decisioncomp_work,gender,info_employer,decisioncomp__hs_club,participate_challenger,decisioncomp_employer,discoverccm_student,discoverccm_inapp,race_ethnicity,discoverccm_hs_counselor,decisioncomp_influence,decisioncomp_ap_class,info_hs_counselor,decision_ccmstaff,participate_on_campus_session,participate_hs_info_session,decision_njstars_program,additional_comp_classes,decision_hs_credit,decision_class_sizes,info_hs_teacher,reason,discoverccm_relative,decisioncomp_afterschool_camp,participate_workforce,discoverccm_hs_teacher,decisioncomp_summer_camp,info_ccm_counselor,discoverccm_web,decisioncomp_hs_staff,discoverccm_community,participate_campus_visit,decisioncomp_ccmstudent,decision_opportunities,comp_first_choice,decision_transfer_4yr,participate_women_who_dare,participate_sharetime,info_other,degree,decision_scholarships,timestamp,participate_cybersecurity,participate_corporate_training,decision_referral,decisioncomp_stem,year
705,CMP 131 Fundamentals of Programming (Python),Don't recall,Don't recall,Yes,High Impact,No,No Impact,High Impact,Don't recall,Yes,No,Don't recall,High Impact,No,No,High Impact,Don't recall,No Impact,No Impact,High Impact,Don't recall,No,25-34,No,No,High Impact,No,No Impact,Don't recall,High Impact,High Impact,No Impact,Man,No,High Impact,No,No Impact,Don't recall,Don't recall,Multi-Racial,Yes,High Impact,No Impact,No,High Impact,No,No,No Impact,,High Impact,Some Impact,No,,Don't recall,No Impact,No,Don't recall,No Impact,Yes,Don't recall,No Impact,Don't recall,No,No Impact,No Impact,First Choice,High Impact,No,No,No,Computer Science,No Impact,2022-10-17 13:07:00-05:00,No,No,High Impact,No Impact,2022
706,CMP 131 Fundamentals of Programming (Python),No,No,Yes,High Impact,Yes,No Impact,No Impact,Yes,Yes,No,No,High Impact,No,No,High Impact,No,No Impact,High Impact,No Impact,No,No,18 -,Yes,No,High Impact,No,No Impact,No,High Impact,Some Impact,High Impact,Man,No,No Impact,No,No Impact,Yes,No,Black/African American,Yes,High Impact,No Impact,Yes,No Impact,Yes,Yes,No Impact,,High Impact,High Impact,Yes,,Yes,No Impact,No,Yes,No Impact,Yes,Yes,High Impact,No,Yes,No Impact,High Impact,Business,High Impact,No,No,No,Computer Science,High Impact,2022-10-17 13:07:41-05:00,No,No,High Impact,No Impact,2022
707,CMP 131 Fundamentals of Programming (Python),No,No,Yes,No Impact,Yes,No Impact,No Impact,No,Yes,No,No,No Impact,No,No,Some Impact,No,No Impact,High Impact,Some Impact,Yes,No,21-24,No,No,Some Impact,No,No Impact,No,No Impact,Some Impact,No Impact,Man,No,Some Impact,No,No Impact,No,No,White/Caucasian,No,No Impact,No Impact,No,Some Impact,Yes,No,No Impact,,No Impact,Some Impact,No,,No,Some Impact,No,No,Some Impact,Yes,No,No Impact,No,Yes,Some Impact,No Impact,First Choice,High Impact,No,No,No,Computer Science,No Impact,2022-10-17 13:07:50-05:00,No,No,No Impact,Some Impact,2022
708,CMP 131 Fundamentals of Programming (Python),No,No,,Some Impact,Yes,No Impact,No Impact,No,,Yes,No,No Impact,No,No,No Impact,No,No Impact,High Impact,Some Impact,No,No,19-20,Yes,,Some Impact,,High Impact,No,High Impact,High Impact,No Impact,Man,,Some Impact,No,No Impact,No,No,Hispanic or Latino,Yes,No Impact,No Impact,,No Impact,No,Yes,Some Impact,2.0,No Impact,No Impact,,Does not really pertain to my major ,No,No Impact,No,Yes,No Impact,,No,No Impact,No,No,No Impact,No Impact,,High Impact,No,No,,Other,High Impact,2022-10-17 13:08:40-05:00,No,No,No Impact,No Impact,2022
709,CMP 131 Fundamentals of Programming (Python),No,No,,Some Impact,No,No Impact,,No,,No,No,Some Impact,No,No,Some Impact,Don't recall,No Impact,Some Impact,Some Impact,No,No,21-24,No,,Some Impact,,No Impact,No,High Impact,Some Impact,Some Impact,Man,,No Impact,No,Some Impact,Yes,No,Hispanic or Latino,No,Some Impact,No Impact,,No Impact,No,No,No Impact,5.0,No Impact,Some Impact,,I am a computer engineering major so naturally I am interested in programming.,Yes,Some Impact,No,No,No Impact,,Yes,No Impact,No,No,No Impact,No Impact,,High Impact,No,No,,Engineering,No Impact,2022-10-17 13:08:43-05:00,No,No,Some Impact,Some Impact,2022
710,CMP 130 Intro to IT,No,No,Yes,High Impact,No,No Impact,No Impact,No,Yes,No,No,High Impact,No,No,No Impact,No,No Impact,Some Impact,Some Impact,No,No,18 -,No,No,No Impact,No,No Impact,No,High Impact,High Impact,Some Impact,Man,No,No Impact,No,No Impact,No,No,White/Caucasian,Yes,High Impact,No Impact,No,,Yes,No,No Impact,,No Impact,High Impact,No,,Yes,No Impact,No,No,No Impact,Yes,No,No Impact,No,Yes,No Impact,No Impact,Business,High Impact,No,No,No,Information Technology,High Impact,2022-10-17 13:11:02-05:00,No,No,No Impact,No Impact,2022
711,CMP 131 Fundamentals of Programming (Python),No,No,No,Some Impact,No,,,No,Don't recall,No,No,Some Impact,No,Not Sure,,No,No Impact,High Impact,Some Impact,Don't recall,No,19-20,No,No,High Impact,No,,No,High Impact,High Impact,,Man,No,No Impact,No,,No,No,White/Caucasian,Yes,Some Impact,No Impact,Yes,No Impact,No,Not Sure,,,,No Impact,Yes,,No,No Impact,No,Yes,No Impact,No,No,High Impact,No,No,,No Impact,First Choice,High Impact,No,No,No,Information Technology,Some Impact,2022-10-17 13:11:17-05:00,No,No,,No Impact,2022
712,CMP 131 Fundamentals of Programming (Python),No,No,No,No Impact,No,No Impact,No Impact,No,No,No,No,High Impact,No,No,Some Impact,No,No Impact,No Impact,Some Impact,Yes,No,18 -,No,No,Some Impact,No,No Impact,No,High Impact,Some Impact,No Impact,Man,No,Some Impact,No,No Impact,Yes,No,White/Caucasian,Yes,High Impact,No Impact,Don't recall,Some Impact,No,Not Sure,No Impact,,No Impact,No Impact,Don't recall,,Yes,No Impact,No,Yes,No Impact,No,Yes,No Impact,No,Yes,High Impact,No Impact,First Choice,High Impact,No,No,No,Information Technology,Some Impact,2022-10-17 13:12:01-05:00,No,No,High Impact,Some Impact,2022
713,CMP 131 Fundamentals of Programming (Python),No,No,Yes,High Impact,No,,,No,No,No,No,High Impact,No,No,No Impact,No,No Impact,Some Impact,High Impact,No,No,19-20,No,No,High Impact,No,,No,High Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,White/Caucasian,Yes,High Impact,No Impact,Yes,Some Impact,No,No,No Impact,,,High Impact,No,,Yes,No Impact,No,Yes,No Impact,No,No,No Impact,No,No,No Impact,No Impact,First Choice,High Impact,No,No,Yes,Information Technology,No Impact,2022-10-17 13:15:56-05:00,No,No,High Impact,High Impact,2022
714,CMP 131 Fundamentals of Programming (Python),No,No,No,No Impact,No,No Impact,Some Impact,No,No,No,No,No Impact,No,No,No Impact,No,No Impact,No Impact,Some Impact,No,No,18 -,No,No,No Impact,No,No Impact,No,Some Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,Hispanic or Latino,No,No Impact,No Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,No,No,No Impact,No,Yes,No Impact,No Impact,First Choice,Some Impact,No,No,No,Information Technology,No Impact,2022-10-17 13:16:06-05:00,No,No,Some Impact,No Impact,2022
715,CMP 131 Fundamentals of Programming (Python),No,No,,High Impact,No,No Impact,High Impact,No,,No,No,,Yes,No,No Impact,Yes,,Some Impact,High Impact,No,No,25-34,No,,,,No Impact,No,High Impact,High Impact,No Impact,Man,,,No,No Impact,No,No,White/Caucasian,Yes,No Impact,,,Some Impact,No,Yes,No Impact,5.0,No Impact,Some Impact,,I want to switch my major to computer science and pursue a degree/ career in comp sci,Yes,,No,No,,,No,No Impact,No,Yes,No Impact,Some Impact,,No Impact,No,No,,Other,No Impact,2022-10-17 14:06:57-05:00,No,No,Some Impact,,2022
716,CMP 131 Fundamentals of Programming (Python),No,No,Don't recall,No Impact,No,,,No,Yes,No,No,High Impact,No,No,No Impact,No,,,Some Impact,No,No,19-20,No,No,Some Impact,No,,No,Some Impact,High Impact,No Impact,Woman,No,Some Impact,No,No Impact,No,No,White/Caucasian,Yes,High Impact,,No,No Impact,No,No,,,,High Impact,No,,Yes,,No,Yes,,Don't recall,No,Some Impact,No,Yes,No Impact,Some Impact,LIberal Arts,High Impact,No,No,No,Computer Science,,2022-10-17 14:13:21-05:00,No,No,High Impact,Some Impact,2022
717,CMP 128 Computer Science I,No,No,Yes,Some Impact,No,No Impact,No Impact,No,Don't recall,No,No,High Impact,No,No,High Impact,No,No Impact,No Impact,Some Impact,No,No,19-20,No,No,Some Impact,No,No Impact,No,High Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,Yes,No,Multi-Racial,Yes,Some Impact,High Impact,No,Some Impact,No,No,No Impact,,No Impact,Some Impact,Yes,,Yes,No Impact,No,Yes,No Impact,Yes,Yes,Some Impact,No,Yes,High Impact,No Impact,First Choice,High Impact,No,No,No,Computer Science,No Impact,2022-10-17 19:11:51-05:00,No,No,Some Impact,No Impact,2022
718,CMP 128 Computer Science I,No,No,,Some Impact,No,Some Impact,No Impact,No,,No,No,No Impact,No,No,Some Impact,No,No Impact,Some Impact,Some Impact,Yes,No,21-24,No,,Some Impact,,Some Impact,No,Some Impact,Some Impact,No Impact,Man,,Some Impact,No,No Impact,No,No,White/Caucasian,No,No Impact,No Impact,,Some Impact,No,No,Some Impact,4.0,Some Impact,Some Impact,,Well help me in my field of engineering and using robotics.,No,High Impact,No,No,Some Impact,,Yes,No Impact,No,No,No Impact,Some Impact,,Some Impact,No,No,,Engineering,Some Impact,2022-10-17 23:14:55-05:00,No,No,Some Impact,High Impact,2022
719,CMP 128 Computer Science I,No,No,Don't recall,High Impact,Yes,,,No,No,No,No,,No,No,,No,,Some Impact,,No,No,18 -,No,Don't recall,High Impact,Don't recall,,No,High Impact,High Impact,,Man,No,,No,,No,No,Hispanic or Latino,No,High Impact,,No,,No,No,No Impact,,No Impact,,Yes,,Yes,,No,No,,Don't recall,Yes,,No,Yes,,Some Impact,First Choice,High Impact,No,No,No,Computer Science,,2022-10-18 06:21:58-05:00,No,No,Some Impact,,2022
720,CMP 128 Computer Science I,No,No,No,No Impact,No,No Impact,High Impact,No,No,No,No,No Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,No,No,19-20,No,No,No Impact,No,No Impact,No,Some Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,White/Caucasian,No,No Impact,No Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,No,No,No Impact,No,No,No Impact,No Impact,First Choice,High Impact,No,No,No,Computer Science,No Impact,2022-10-18 12:36:43-05:00,No,No,No Impact,Some Impact,2022
721,CMP 128 Computer Science I,No,No,No,Some Impact,No,No Impact,No Impact,No,Yes,No,No,High Impact,No,No,High Impact,No,No Impact,High Impact,High Impact,No,No,21-24,No,No,No Impact,No,No Impact,No,Some Impact,Some Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,White/Caucasian,No,High Impact,No Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,Yes,High Impact,No,No,Some Impact,No,No,No Impact,No,No,No Impact,No Impact,Business,High Impact,No,No,No,Computer Science,No Impact,2022-10-18 12:47:31-05:00,No,No,Some Impact,No Impact,2022
722,CMP 130 Intro to IT,No,No,Yes,High Impact,No,No Impact,No Impact,No,Yes,No,No,Some Impact,No,No,High Impact,No,High Impact,High Impact,High Impact,Yes,No,21-24,No,No,No Impact,No,High Impact,No,High Impact,High Impact,High Impact,Man,No,No Impact,No,Some Impact,No,No,White/Caucasian,No,No Impact,High Impact,No,Some Impact,Yes,No,No Impact,,No Impact,High Impact,No,,Yes,No Impact,No,No,High Impact,Yes,No,Some Impact,No,No,No Impact,Some Impact,First Choice,High Impact,No,No,No,Information Technology,High Impact,2022-10-18 13:12:20-05:00,No,No,High Impact,Some Impact,2022
723,CMP 130 Intro to IT,No,No,Yes,Some Impact,Yes,No Impact,No Impact,Yes,Yes,No,No,Some Impact,No,Yes,Some Impact,No,No Impact,Some Impact,Some Impact,Yes,No,18 -,No,Yes,Some Impact,Yes,Some Impact,No,Some Impact,Some Impact,Some Impact,Man,Yes,Some Impact,No,Some Impact,Yes,No,Asian,Yes,Some Impact,No Impact,Yes,Some Impact,Yes,Yes,No Impact,,No Impact,Some Impact,Yes,,Yes,Some Impact,No,Yes,Some Impact,Yes,Yes,Some Impact,Yes,Yes,Some Impact,Some Impact,First Choice,No Impact,No,Yes,No,Information Technology,Some Impact,2022-10-18 13:12:35-05:00,No,No,Some Impact,Some Impact,2022
724,CMP 130 Intro to IT,Don't recall,Don't recall,Yes,,No,High Impact,No Impact,Don't recall,Yes,No,Don't recall,High Impact,No,No,,Don't recall,No Impact,,,Don't recall,No,19-20,No,No,No Impact,No,,Don't recall,,High Impact,No Impact,Woman,No,No Impact,No,High Impact,Don't recall,Don't recall,Asian,Don't recall,Some Impact,No Impact,Yes,,No,Yes,,,,,Yes,,Don't recall,No Impact,No,Don't recall,No Impact,No,Don't recall,No Impact,Don't recall,Yes,No Impact,,Science,High Impact,No,No,No,Computer Science,,2022-10-18 13:15:02-05:00,No,No,,No Impact,2022
725,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,No,,,No,Yes,No,Yes,,No,No,No Impact,Yes,,No Impact,Some Impact,Yes,No,19-20,No,No,,No,,No,Some Impact,High Impact,,Non-binary,No,,Yes,,No,No,White/Caucasian,No,High Impact,,No,Some Impact,Not Sure,No,,,High Impact,No Impact,No,,Yes,,No,No,,No,No,,No,Not Sure,,Some Impact,First Choice,High Impact,No,No,Yes,Computer Science,Some Impact,2022-10-18 14:36:27-05:00,No,No,No Impact,,2022
726,CMP 131 Fundamentals of Programming (Python),No,No,Don't recall,No Impact,No,No Impact,,No,Don't recall,No,No,High Impact,No,No,No Impact,No,,No Impact,No Impact,Yes,No,21-24,No,Don't recall,,Don't recall,No Impact,No,High Impact,High Impact,,Woman,Don't recall,,No,,No,No,Asian,Yes,High Impact,,Don't recall,No Impact,No,No,No Impact,,No Impact,No Impact,Don't recall,,Yes,,No,No,,Don't recall,No,,No,Yes,,No Impact,Engineering,High Impact,No,No,Don't recall,Computer Science,No Impact,2022-10-18 14:37:56-05:00,No,No,No Impact,,2022
727,CMP 130 Intro to IT,No,No,No,Some Impact,No,,No Impact,No,Yes,No,No,,No,Not Sure,Some Impact,Don't recall,,High Impact,,Yes,No,18 -,No,No,High Impact,No,High Impact,No,Some Impact,Some Impact,No Impact,Man,No,,No,No Impact,Yes,No,Hispanic or Latino,No,Some Impact,,Yes,,No,No,,,,High Impact,Yes,,No,,No,No,,No,No,High Impact,No,Yes,Some Impact,High Impact,First Choice,High Impact,No,No,No,Computer Science,Some Impact,2022-10-18 14:38:52-05:00,No,No,Some Impact,,2022
728,CMP 131 Fundamentals of Programming (Python),No,No,No,No Impact,Yes,No Impact,No Impact,No,No,No,No,High Impact,No,Not Sure,No Impact,Don't recall,High Impact,No Impact,No Impact,No,No,18 -,No,No,Some Impact,No,No Impact,No,High Impact,Some Impact,No Impact,Man,No,Some Impact,No,No Impact,Yes,No,Asian,No,High Impact,No Impact,No,No Impact,Not Sure,No,No Impact,,,No Impact,Yes,,Yes,Some Impact,No,Yes,No Impact,No,Yes,No Impact,No,No,No Impact,No Impact,First Choice,High Impact,No,Not Sure,Don't recall,Information Technology,No Impact,2022-10-18 14:40:21-05:00,No,No,Some Impact,High Impact,2022
729,CMP 131 Fundamentals of Programming (Python),No,No,No,Some Impact,No,No Impact,High Impact,No,No,No,No,No Impact,No,No,Some Impact,No,No Impact,Some Impact,No Impact,No,No,18 -,No,No,Some Impact,No,No Impact,No,Some Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,Hispanic or Latino,Yes,No Impact,No Impact,Yes,No Impact,No,No,No Impact,,Some Impact,Some Impact,No,,Yes,No Impact,No,No,No Impact,Yes,No,No Impact,No,No,No Impact,Some Impact,First Choice,High Impact,No,No,No,Information Technology,Some Impact,2022-10-18 14:41:14-05:00,No,No,High Impact,No Impact,2022
730,CMP 131 Fundamentals of Programming (Python),No,No,Yes,High Impact,No,,,Yes,Yes,No,No,High Impact,No,No,No Impact,Don't recall,,High Impact,Some Impact,Yes,No,25-34,No,Don't recall,Some Impact,Don't recall,,No,High Impact,High Impact,No Impact,Woman,No,,No,No Impact,Don't recall,Don't recall,White/Caucasian,Don't recall,High Impact,,Don't recall,Some Impact,No,Yes,,,,High Impact,Yes,,Yes,,No,Yes,,Don't recall,Yes,No Impact,Don't recall,No,No Impact,Some Impact,LIberal Arts,High Impact,No,No,No,Computer Science,High Impact,2022-10-18 14:41:21-05:00,No,No,No Impact,,2022
731,CMP 131 Fundamentals of Programming (Python),No,No,Don't recall,,Not Sure,,Some Impact,No,Don't recall,No,No,,No,No,,No,,,,No,No,19-20,No,No,,No,,No,High Impact,High Impact,,Man,No,,No,,No,No,Choose not to reply,Yes,,,Don't recall,,No,No,,,,,Don't recall,,Yes,,No,Yes,,Yes,Don't recall,,No,No,,,First Choice,High Impact,No,No,No,Computer Science,,2022-10-18 14:42:33-05:00,No,No,,,2022
732,CMP 131 Fundamentals of Programming (Python),No,No,No,Some Impact,No,No Impact,No Impact,No,No,No,No,High Impact,No,No,Some Impact,No,No Impact,Some Impact,Some Impact,No,No,18 -,No,No,Some Impact,No,No Impact,Yes,High Impact,High Impact,No Impact,Man,No,Some Impact,No,No Impact,No,No,Hispanic or Latino,Yes,Some Impact,No Impact,No,No Impact,Yes,No,No Impact,,No Impact,High Impact,No,,No,Some Impact,No,No,No Impact,No,No,High Impact,No,No,No Impact,Some Impact,Engineering,Some Impact,No,No,No,Information Technology,Some Impact,2022-10-18 14:43:06-05:00,No,No,No Impact,High Impact,2022
733,CMP 131 Fundamentals of Programming (Python),No,No,No,Some Impact,No,Some Impact,No Impact,No,No,No,No,No Impact,No,No,Some Impact,No,No Impact,Some Impact,Some Impact,No,No,19-20,No,No,No Impact,No,Some Impact,No,Some Impact,Some Impact,No Impact,Non-binary,No,No Impact,No,No Impact,No,No,Asian,No,No Impact,No Impact,No,Some Impact,No,No,Some Impact,,Some Impact,Some Impact,No,,No,No Impact,No,No,No Impact,No,No,No Impact,No,No,No Impact,Some Impact,First Choice,Some Impact,No,No,No,Computer Science,Some Impact,2022-10-18 14:44:09-05:00,No,No,Some Impact,No Impact,2022
734,CMP 131 Fundamentals of Programming (Python),No,No,Yes,No Impact,Yes,No Impact,No Impact,No,Yes,No,No,Some Impact,No,No,No Impact,No,No Impact,No Impact,Some Impact,No,No,19-20,No,No,High Impact,No,No Impact,No,Some Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,White/Caucasian,No,High Impact,High Impact,No,No Impact,Yes,No,No Impact,,No Impact,No Impact,No,,Yes,No Impact,No,No,Some Impact,Yes,No,Some Impact,No,Yes,No Impact,No Impact,First Choice,High Impact,No,No,No,Computer Science,No Impact,2022-10-18 14:44:21-05:00,No,No,High Impact,No Impact,2022
735,CMP 131 Fundamentals of Programming (Python),Don't recall,Don't recall,Don't recall,High Impact,No,Some Impact,,Don't recall,Don't recall,No,Yes,,No,No,High Impact,Don't recall,,Some Impact,High Impact,Yes,No,35-64,No,Don't recall,,Don't recall,Some Impact,No,High Impact,High Impact,,Man,Don't recall,,No,,Yes,Don't recall,Multi-Racial,Yes,,,Don't recall,High Impact,No,No,No Impact,,No Impact,Some Impact,Don't recall,,Yes,,No,Yes,,Don't recall,No,,No,No,,Some Impact,Engineering,High Impact,No,No,Don't recall,Information Technology,Some Impact,2022-10-18 14:45:38-05:00,No,No,High Impact,,2022
736,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,Yes,No Impact,No Impact,No,Yes,No,Yes,High Impact,Yes,No,High Impact,No,No Impact,High Impact,Some Impact,Yes,No,19-20,No,No,Some Impact,No,High Impact,No,High Impact,Some Impact,No Impact,Woman,No,No Impact,No,No Impact,Yes,No,Hispanic or Latino,Yes,High Impact,No Impact,Yes,No Impact,No,Yes,No Impact,,Some Impact,High Impact,No,,Yes,No Impact,Yes,Yes,No Impact,No,Yes,Some Impact,Yes,No,No Impact,Some Impact,LIberal Arts,High Impact,No,No,No,Information Technology,Some Impact,2022-10-18 14:48:21-05:00,No,No,High Impact,High Impact,2022
737,CMP 131 Fundamentals of Programming (Python),No,No,Yes,No Impact,No,No Impact,No Impact,No,Yes,No,No,No Impact,Yes,No,No Impact,No,No Impact,Some Impact,No Impact,No,No,18 -,No,No,High Impact,No,No Impact,No,High Impact,High Impact,No Impact,Man,No,High Impact,No,No Impact,Yes,No,Hispanic or Latino,No,No Impact,No Impact,No,Some Impact,No,No,No Impact,,No Impact,No Impact,No,,Yes,Some Impact,No,No,No Impact,No,Yes,No Impact,No,No,No Impact,No Impact,First Choice,No Impact,No,No,No,Computer Science,No Impact,2022-10-18 15:03:43-05:00,No,No,Some Impact,Some Impact,2022
738,CMP 128 Computer Science I,No,No,,High Impact,No,High Impact,Some Impact,No,,No,No,No Impact,No,No,High Impact,No,No Impact,High Impact,High Impact,Yes,No,19-20,No,,High Impact,,High Impact,No,High Impact,High Impact,High Impact,Man,,Some Impact,No,No Impact,No,No,White/Caucasian,Yes,No Impact,High Impact,,High Impact,No,Yes,High Impact,3.0,High Impact,High Impact,,I am interested in coding however it is not what I would like to do permanently and like to focus on other things.  ,Yes,No Impact,No,Yes,No Impact,,No,No Impact,Yes,No,High Impact,High Impact,,High Impact,No,No,,Other,High Impact,2022-10-18 16:47:27-05:00,No,No,High Impact,High Impact,2022
739,CMP 128 Computer Science I,Don't recall,Don't recall,,High Impact,No,,,Don't recall,,No,Don't recall,,No,No,High Impact,Don't recall,,High Impact,High Impact,Don't recall,No,25-34,No,,,,,Don't recall,High Impact,High Impact,,Man,,,No,,Yes,Don't recall,Multi-Racial,Don't recall,,,,,No,No,,3.0,High Impact,High Impact,,"It is not my major, just something I enjoy learning about",Don't recall,,No,Don't recall,,,No,,Don't recall,No,,,,High Impact,No,No,,Other,High Impact,2022-10-18 17:10:37-05:00,No,No,,,2022
740,CMP 130 Intro to IT,No,No,No,High Impact,No,No Impact,No Impact,Yes,Yes,No,No,No Impact,No,No,No Impact,No,No Impact,High Impact,High Impact,Yes,No,18 -,No,No,No Impact,No,No Impact,No,High Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,No,No,White/Caucasian,Yes,High Impact,No Impact,No,No Impact,No,No,No Impact,,No Impact,High Impact,No,,Yes,No Impact,No,No,No Impact,Yes,No,No Impact,No,Yes,No Impact,No Impact,Business,High Impact,No,No,No,Information Technology,High Impact,2022-10-18 17:18:57-05:00,No,No,No Impact,No Impact,2022
741,CMP 131 Fundamentals of Programming (Python),No,No,No,No Impact,No,No Impact,High Impact,No,No,No,No,No Impact,No,No,No Impact,Yes,No Impact,No Impact,No Impact,No,No,21-24,No,No,No Impact,No,No Impact,No,No Impact,High Impact,No Impact,Woman,No,No Impact,No,No Impact,No,No,Asian,No,No Impact,No Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,No,No Impact,No,No,No Impact,No,No,No Impact,No,No,No Impact,No Impact,First Choice,No Impact,No,No,No,Computer Science,No Impact,2022-10-18 17:30:44-05:00,No,No,No Impact,No Impact,2022
742,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,No,High Impact,No Impact,Yes,No,No,Yes,No Impact,No,No,Some Impact,No,No Impact,Some Impact,High Impact,Yes,No,21-24,No,No,High Impact,No,High Impact,No,High Impact,High Impact,No Impact,Man,No,High Impact,No,No Impact,No,No,White/Caucasian,No,Some Impact,No Impact,No,High Impact,No,No,No Impact,,No Impact,High Impact,No,,Yes,Some Impact,No,No,No Impact,No,Yes,Some Impact,No,No,No Impact,High Impact,First Choice,High Impact,No,No,No,Information Technology,Some Impact,2022-10-18 17:43:26-05:00,No,No,High Impact,No Impact,2022
743,CMP 131 Fundamentals of Programming (Python),No,No,No,High Impact,No,No Impact,No Impact,No,No,No,No,No Impact,No,No,No Impact,No,No Impact,No Impact,No Impact,No,No,18 -,No,No,No Impact,No,No Impact,No,Some Impact,High Impact,No Impact,Man,No,No Impact,No,No Impact,Yes,No,White/Caucasian,Yes,Some Impact,No Impact,No,No Impact,No,No,No Impact,,No Impact,No Impact,No,,Yes,No Impact,No,No,No Impact,No,No,Some Impact,No,No,No Impact,No Impact,First Choice,No Impact,No,No,No,Information Technology,No Impact,2022-10-18 18:50:56-05:00,No,No,Some Impact,No Impact,2022
744,CMP 128 Computer Science I,No,No,,Some Impact,No,No Impact,Some Impact,No,,No,No,No Impact,No,No,Some Impact,No,No Impact,No Impact,No Impact,No,No,21-24,No,,No Impact,,No Impact,No,Some Impact,Some Impact,No Impact,Man,,No Impact,No,No Impact,No,No,White/Caucasian,No,No Impact,No Impact,,No Impact,No,No,No Impact,3.0,No Impact,High Impact,,Following my Business Admin degree and took this course for fun and to satisfy my elective requirement.,Yes,No Impact,No,No,No Impact,,No,No Impact,No,Yes,No Impact,No Impact,,High Impact,No,No,,Business Administration,No Impact,2022-10-19 09:43:56-05:00,No,No,Some Impact,No Impact,2022
745,CMP 131 Fundamentals of Programming (Python),Don't recall,Don't recall,,No Impact,Yes,,No Impact,Don't recall,,Not Sure,Don't recall,High Impact,Not Sure,Not Sure,No Impact,Don't recall,No Impact,,,Yes,Not Sure,19-20,Not Sure,,No Impact,,No Impact,Don't recall,No Impact,No Impact,No Impact,Man,,No Impact,Not Sure,No Impact,Don't recall,Don't recall,Choose not to reply,Don't recall,High Impact,No Impact,,,Not Sure,Not Sure,,4.0,,,,I like the problem solving aspect when writing programs ,Don't recall,No Impact,Not Sure,Don't recall,No Impact,,Don't recall,No Impact,Don't recall,Not Sure,No Impact,,,No Impact,Not Sure,Not Sure,,Other,,2022-10-19 12:05:07-05:00,Not Sure,Not Sure,,No Impact,2022
746,CMP 128 Computer Science I,Don't recall,Don't recall,No,,Not Sure,,,Don't recall,No,Not Sure,Don't recall,,Not Sure,Not Sure,High Impact,Yes,,,,Don't recall,Not Sure,35-64,Not Sure,No,,No,,Don't recall,High Impact,High Impact,,Woman,No,,Not Sure,,Don't recall,Don't recall,Hispanic or Latino,Don't recall,,,No,,Not Sure,Not Sure,,,,,No,,Don't recall,,Not Sure,Don't recall,,No,Don't recall,,Don't recall,Not Sure,,,Engineering,,Not Sure,Not Sure,No,Computer Science,,2022-10-19 16:16:19-05:00,Not Sure,Not Sure,,High Impact,2022
747,CMP 131 Fundamentals of Programming (Python),No,No,No,Some Impact,Yes,,No Impact,No,Yes,No,No,No Impact,No,No,High Impact,No,No Impact,High Impact,Some Impact,Yes,No,19-20,Yes,No,Some Impact,No,High Impact,No,High Impact,High Impact,No Impact,Woman,No,No Impact,No,No Impact,No,No,Multi-Racial,No,Some Impact,No Impact,Don't recall,,No,No,,,,High Impact,No,,No,No Impact,No,No,No Impact,No,Yes,No Impact,No,Yes,Some Impact,High Impact,Science,High Impact,No,No,No,Data Analytics Certificate of Achievement,High Impact,2022-10-19 16:29:30-05:00,No,No,High Impact,No Impact,2022
